Product_Type,Brand,Build_Quality,User_Lifespan,Usage_Pattern,Expiry_Years,Condition,Original_Price,Used_Duration,Current_Price
Refrigerator,Bosch,3,9.3,Light,9.9,1,45149,1,16235.4
Microwave,IFB,3,6.1,Light,6.699999999999999,4,9332,5,2012.65
DSLR Camera,Nikon,4,7.5,Moderate,8.200000000000001,5,182545,4,93498.66
Laptop,Apple,1,4.1,Moderate,4.2,3,32976,8,500.0
Smartphone,Vivo,1,4.4,Light,4.6000000000000005,1,109070,6,500.0
Smartphone,Xiaomi,2,4.1,Moderate,4.4,1,8863,4,500.0
DSLR Camera,Sony,1,6.2,Heavy,6.1000000000000005,4,53839,11,500.0
Tablet,Lenovo,1,5.8,Moderate,5.9,2,18049,6,500.0
Gaming Console,Sony,1,6.2,Moderate,6.300000000000001,5,79761,11,500.0
DSLR Camera,Canon,4,6.5,Light,7.3,2,186622,4,53992.56
Washing Machine,Bosch,1,10.6,Heavy,10.499999999999998,1,40572,12,500.0
Microwave,IFB,2,8.4,Light,8.8,2,27805,1,13554.94
Refrigerator,Bosch,3,13.1,Light,13.7,2,77922,4,30344.08
Tablet,Samsung,2,5.4,Heavy,5.500000000000001,1,32670,7,500.0
Air Conditioner,Carrier,1,11.4,Heavy,11.299999999999999,2,56044,2,25368.59
Microwave,Morphy Richards,5,6.0,Light,7.0,1,14084,5,1609.6
Smartwatch,Boat,1,5.0,Moderate,5.1000000000000005,1,35310,3,4071.04
Laptop,Acer,5,6.1,Heavy,6.8,5,78862,7,500.0
Smartphone,Realme,5,2.7,Light,3.7,3,59378,10,500.0
Air Conditioner,Voltas,3,9.8,Heavy,10.1,2,51636,2,22776.08
Washing Machine,Samsung,3,11.0,Heavy,11.299999999999999,3,50390,6,16543.97
Gaming Console,Microsoft,3,4.3,Heavy,4.6000000000000005,3,78013,4,7733.46
Laptop,Apple,4,4.1,Light,4.8999999999999995,4,101896,8,500.0
Gaming Console,Nintendo,2,4.0,Moderate,4.300000000000001,2,41472,7,500.0
Air Conditioner,LG,4,10.8,Moderate,11.500000000000002,2,43823,2,19910.88
DSLR Camera,Nikon,5,6.0,Light,7.0,3,120340,9,500.0
Refrigerator,Godrej,2,12.6,Heavy,12.7,3,21290,7,6688.75
Smartphone,Apple,1,3.6,Light,3.8000000000000003,3,57371,10,500.0
Smartwatch,Apple,1,4.2,Moderate,4.300000000000001,3,7896,11,500.0
Laptop,Dell,5,6.1,Moderate,7.0,3,127174,9,500.0
Microwave,Panasonic,3,8.8,Moderate,9.3,4,7746,8,920.36
Smartwatch,Amazfit,5,4.9,Light,5.9,3,45802,2,19376.57
Air Conditioner,Voltas,4,12.7,Light,13.5,3,31698,12,2465.4
Refrigerator,LG,3,12.9,Light,13.5,2,75515,1,38456.71
DSLR Camera,Canon,5,5.3,Heavy,6.0,2,146261,12,500.0
Gaming Console,Sony,2,5.5,Heavy,5.6000000000000005,1,73836,10,500.0
Electric Scooter,Ather,5,7.3,Light,8.3,4,91620,12,500.0
Laptop,Apple,2,5.6,Light,6.0,1,67765,4,9035.33
Gaming Console,Nintendo,2,5.7,Heavy,5.800000000000001,3,31556,10,500.0
Gaming Console,Sony,3,4.4,Heavy,4.7,4,72609,8,500.0
TV,Samsung,1,10.8,Heavy,10.7,4,152867,4,81362.39
Electric Scooter,Bajaj,1,6.5,Light,6.7,2,129862,7,500.0
Washing Machine,Whirlpool,1,12.4,Moderate,12.5,5,22344,5,13406.4
Microwave,Morphy Richards,5,6.0,Light,7.0,1,19308,6,1103.31
TV,Samsung,2,12.9,Moderate,13.200000000000001,2,143960,1,73179.67
DSLR Camera,Sony,4,6.4,Heavy,6.9,5,96760,2,68713.62
TV,OnePlus,5,9.1,Light,10.1,4,19704,4,10115.37
Smartphone,OnePlus,4,4.4,Moderate,5.1000000000000005,3,17346,12,500.0
Electric Scooter,Hero,4,7.7,Moderate,8.4,3,142273,3,64022.85
Laptop,Apple,2,4.4,Light,4.800000000000001,3,44049,11,500.0
Laptop,Acer,4,4.6,Light,5.3999999999999995,2,84351,3,20619.13
Washing Machine,IFB,4,14.3,Moderate,15.000000000000002,3,47672,7,17797.55
Washing Machine,Bosch,2,14.8,Moderate,15.100000000000001,4,30356,8,12132.35
TV,LG,5,9.7,Light,10.7,4,152698,8,32751.58
Washing Machine,Whirlpool,5,9.5,Heavy,10.2,4,33399,10,556.65
Microwave,Samsung,3,7.2,Light,7.800000000000001,2,17135,2,7007.78
Tablet,Samsung,4,4.7,Moderate,5.4,3,20773,12,500.0
Smartphone,Realme,4,3.7,Moderate,4.4,1,111421,10,500.0
Washing Machine,IFB,3,8.8,Moderate,9.3,4,53300,6,16075.97
DSLR Camera,Canon,2,7.6,Moderate,7.9,1,122744,9,500.0
Laptop,Dell,4,5.4,Moderate,6.1000000000000005,4,144327,9,500.0
Tablet,Huawei,4,6.9,Light,7.7,4,45468,1,32441.71
Washing Machine,Whirlpool,1,13.8,Light,14.0,2,21314,12,1674.67
Microwave,IFB,2,7.0,Moderate,7.300000000000001,1,16375,2,4755.48
TV,LG,2,9.7,Moderate,10.0,4,98620,1,75444.3
Gaming Console,Microsoft,4,6.0,Moderate,6.7,5,68638,1,58393.52
DSLR Camera,Nikon,2,6.7,Heavy,6.800000000000001,1,102189,8,500.0
Smartwatch,Amazfit,3,4.1,Heavy,4.3999999999999995,5,7116,1,5498.73
Tablet,Apple,1,3.9,Heavy,3.8,3,46938,12,500.0
Electric Scooter,TVS,2,4.5,Heavy,4.6000000000000005,5,78292,10,500.0
Washing Machine,Whirlpool,5,9.6,Heavy,10.299999999999999,1,16689,6,2786.9
Microwave,Morphy Richards,3,6.2,Heavy,6.500000000000001,1,22431,1,7592.03
Smartwatch,Boat,4,3.4,Light,4.2,2,16260,4,500.0
Smartphone,Apple,2,4.9,Moderate,5.200000000000001,4,106115,11,500.0
Air Conditioner,Blue Star,3,10.2,Moderate,10.7,3,25198,9,2802.39
Microwave,LG,2,9.1,Moderate,9.4,4,19836,6,6098.51
Air Conditioner,Blue Star,1,14.1,Moderate,14.2,1,28871,8,5042.26
Smartphone,Realme,3,4.2,Heavy,4.500000000000001,5,38935,10,500.0
Washing Machine,IFB,5,10.9,Heavy,11.6,2,57329,1,28812.76
Washing Machine,LG,2,11.7,Light,12.1,4,33783,2,23969.18
DSLR Camera,Canon,4,6.4,Moderate,7.1000000000000005,4,186105,5,48439.72
Gaming Console,Sony,3,4.5,Heavy,4.8,1,57921,11,500.0
Refrigerator,Samsung,3,11.0,Moderate,11.5,2,27657,9,3306.82
Smartphone,Vivo,2,2.2,Moderate,2.5,3,18875,5,500.0
Air Conditioner,LG,3,8.3,Light,8.9,4,25409,1,19170.95
Air Conditioner,Carrier,5,9.2,Light,10.2,4,31131,3,18678.6
DSLR Camera,Fujifilm,3,9.2,Heavy,9.499999999999998,5,73684,8,11634.32
Refrigerator,Bosch,2,11.4,Heavy,11.5,1,44132,2,14582.75
Laptop,Dell,4,5.8,Moderate,6.5,4,61139,3,27982.85
DSLR Camera,Canon,4,5.7,Light,6.5,4,118799,8,500.0
Microwave,Panasonic,4,9.5,Light,10.3,5,12319,11,500.0
Microwave,Panasonic,3,6.4,Heavy,6.7,2,26684,12,500.0
Smartphone,Samsung,2,4.6,Heavy,4.7,4,36899,4,4506.39
Air Conditioner,Blue Star,2,10.6,Light,11.0,5,49578,4,31549.64
Washing Machine,Whirlpool,5,13.2,Heavy,13.899999999999999,2,29550,2,13914.01
Electric Scooter,Ola,3,5.2,Heavy,5.500000000000001,5,134191,2,85394.27
Washing Machine,Bosch,1,12.8,Heavy,12.7,3,41438,8,10734.73
TV,LG,4,12.4,Moderate,13.100000000000001,2,104474,4,39915.45
Air Conditioner,Daikin,1,8.5,Moderate,8.6,2,52860,8,2028.35
Laptop,Dell,2,5.7,Heavy,5.800000000000001,5,64971,12,500.0
DSLR Camera,Nikon,5,9.9,Heavy,10.6,5,131109,1,118740.23
Air Conditioner,Voltas,1,12.0,Moderate,12.1,1,56742,6,11442.19
Microwave,Samsung,5,6.4,Light,7.4,2,12760,8,500.0
TV,LG,5,10.4,Light,11.4,5,72348,8,21577.47
Refrigerator,Godrej,5,8.8,Heavy,9.5,1,61303,3,16777.66
Refrigerator,Samsung,5,12.0,Heavy,12.7,3,29036,1,18724.79
Smartwatch,Boat,2,4.7,Heavy,4.800000000000001,1,11506,12,500.0
DSLR Camera,Sony,2,6.0,Moderate,6.300000000000001,5,71011,10,500.0
DSLR Camera,Canon,4,5.4,Moderate,6.1000000000000005,3,180623,12,500.0
Microwave,Samsung,4,9.5,Moderate,10.200000000000001,1,20592,8,1776.56
TV,LG,1,13.4,Light,13.6,4,194200,6,92245.0
TV,Sony,1,11.1,Heavy,10.999999999999998,2,59641,7,11928.2
Air Conditioner,Carrier,2,11.4,Heavy,11.5,1,34258,8,4170.54
Smartwatch,Apple,5,3.2,Light,4.2,2,41867,6,500.0
TV,OnePlus,4,13.1,Heavy,13.6,2,94050,6,28906.54
TV,OnePlus,1,10.4,Moderate,10.5,2,150929,5,43481.93
Air Conditioner,Carrier,4,11.0,Heavy,11.5,2,46764,8,7827.89
Smartwatch,Amazfit,5,3.9,Light,4.9,4,21662,8,500.0
Laptop,Acer,4,6.2,Heavy,6.7,4,73892,5,15936.41
Refrigerator,Godrej,1,11.3,Light,11.5,4,43285,7,14396.97
Electric Scooter,Ola,2,7.1,Heavy,7.2,5,128233,2,92612.72
Microwave,Morphy Richards,3,6.7,Heavy,7.000000000000001,2,11832,11,500.0
Gaming Console,Nintendo,5,4.8,Heavy,5.5,4,58015,12,500.0
Electric Scooter,TVS,1,7.5,Heavy,7.4,3,96858,9,500.0
DSLR Camera,Nikon,4,5.1,Moderate,5.8,3,84177,7,500.0
Tablet,Lenovo,3,6.3,Moderate,6.800000000000001,3,35175,9,500.0
Washing Machine,Whirlpool,4,10.9,Heavy,11.4,5,48353,10,5938.09
Refrigerator,Samsung,4,11.5,Heavy,12.0,4,44292,7,15686.75
Smartwatch,Boat,3,2.6,Heavy,2.9000000000000004,3,35434,3,500.0
Refrigerator,LG,4,10.9,Light,11.700000000000001,3,71912,7,20221.41
Microwave,LG,4,5.9,Heavy,6.4,3,26453,9,500.0
Gaming Console,Microsoft,2,4.0,Moderate,4.300000000000001,3,52175,12,500.0
Laptop,Asus,3,5.1,Light,5.699999999999999,3,96891,8,500.0
Air Conditioner,Blue Star,2,12.7,Light,13.1,3,40229,6,15262.45
Microwave,LG,3,8.8,Heavy,9.1,4,8726,11,500.0
DSLR Camera,Sony,5,8.4,Moderate,9.3,3,54247,6,14629.19
Air Conditioner,Daikin,4,11.0,Light,11.8,2,30363,2,13869.2
Gaming Console,Sony,4,3.8,Heavy,4.3,5,53787,4,3752.58
Tablet,Lenovo,5,5.9,Heavy,6.6000000000000005,3,63138,6,3673.48
Smartwatch,Boat,4,4.7,Heavy,5.2,2,11229,10,500.0
Washing Machine,Whirlpool,2,9.9,Light,10.3,4,45376,10,1123.39
Smartphone,Samsung,1,2.2,Light,2.4000000000000004,3,56769,2,6055.36
Refrigerator,Whirlpool,3,14.9,Moderate,15.4,1,27886,8,5359.91
Gaming Console,Nintendo,4,6.7,Heavy,7.2,5,43181,11,500.0
Washing Machine,Whirlpool,2,9.3,Moderate,9.600000000000001,4,35767,7,8233.86
Laptop,Dell,4,4.1,Light,4.8999999999999995,4,89432,12,500.0
Smartphone,Apple,2,4.1,Moderate,4.4,3,70812,1,35019.75
TV,Sony,3,9.4,Moderate,9.9,4,72942,4,36949.91
Gaming Console,Sony,3,4.9,Moderate,5.4,2,63336,1,33028.55
Gaming Console,Nintendo,5,6.9,Light,7.9,1,52098,3,16803.25
TV,Samsung,4,11.8,Light,12.600000000000001,4,165577,7,62551.31
Smartwatch,Noise,3,3.4,Light,4.0,2,11103,7,500.0
Electric Scooter,Bajaj,4,7.5,Moderate,8.200000000000001,2,137140,3,47831.76
DSLR Camera,Fujifilm,3,8.4,Heavy,8.7,5,76555,11,500.0
Washing Machine,IFB,1,12.6,Heavy,12.499999999999998,4,49898,3,32234.11
Smartwatch,Amazfit,5,3.3,Heavy,4.0,3,41740,3,6678.4
Smartwatch,Samsung,1,3.2,Heavy,3.1000000000000005,2,24936,7,500.0
Smartwatch,Boat,4,3.5,Heavy,4.0,2,44535,1,15364.57
Microwave,LG,5,6.8,Moderate,7.7,1,11040,6,974.96
Gaming Console,Nintendo,5,6.7,Light,7.7,1,68371,2,26318.4
Refrigerator,Whirlpool,2,11.0,Heavy,11.1,2,71063,10,3873.25
Refrigerator,Whirlpool,5,9.2,Light,10.2,2,65780,4,21991.16
Laptop,Lenovo,4,5.4,Moderate,6.1000000000000005,5,102056,7,500.0
Smartwatch,Apple,4,2.5,Heavy,3.0,2,12238,7,500.0
Gaming Console,Nintendo,2,5.2,Light,5.6000000000000005,4,55734,8,500.0
DSLR Camera,Canon,2,9.2,Light,9.6,4,160578,12,500.0
Electric Scooter,Bajaj,5,4.5,Heavy,5.2,2,90902,2,30766.83
Washing Machine,Whirlpool,1,8.5,Light,8.7,2,44994,4,13368.91
Washing Machine,Whirlpool,2,14.9,Light,15.3,5,34290,7,18601.76
Tablet,Samsung,5,5.0,Moderate,5.9,2,25871,10,500.0
Refrigerator,Whirlpool,2,13.2,Moderate,13.5,4,29498,9,8357.77
Washing Machine,Whirlpool,4,9.5,Moderate,10.200000000000001,2,55524,8,6586.67
Smartwatch,Samsung,3,4.7,Moderate,5.200000000000001,2,26750,3,5205.96
TV,Samsung,4,14.5,Moderate,15.200000000000001,4,63800,11,14984.61
Refrigerator,Godrej,5,13.5,Heavy,14.2,4,26368,8,9785.87
Air Conditioner,Daikin,5,8.9,Moderate,9.8,2,38318,6,8171.9
Refrigerator,Bosch,1,11.8,Moderate,11.9,3,72225,11,3823.68
TV,TCL,1,8.5,Heavy,8.399999999999999,4,196152,3,107183.06
Laptop,HP,3,4.0,Moderate,4.5,2,39538,9,500.0
Gaming Console,Sony,3,6.2,Moderate,6.700000000000001,4,62023,7,500.0
Electric Scooter,Ola,4,7.4,Moderate,8.100000000000001,2,108190,4,30119.56
Tablet,Lenovo,4,4.6,Heavy,5.1,1,78021,10,500.0
TV,LG,3,11.8,Moderate,12.3,4,52553,8,15616.36
Smartphone,Samsung,5,2.1,Heavy,2.8000000000000003,3,26194,10,500.0
Smartphone,Xiaomi,3,4.5,Moderate,5.0,4,12605,6,500.0
Refrigerator,LG,1,12.2,Heavy,12.099999999999998,3,30256,7,8926.77
Microwave,IFB,2,7.7,Light,8.1,5,18773,4,9502.38
DSLR Camera,Sony,3,7.0,Light,7.6,4,54708,1,41808.43
Washing Machine,IFB,2,9.0,Moderate,9.3,4,30676,3,17663.44
DSLR Camera,Nikon,5,6.1,Moderate,7.0,5,66607,2,47576.43
Washing Machine,Samsung,1,9.5,Moderate,9.6,2,32680,8,2995.67
Air Conditioner,Voltas,2,8.9,Moderate,9.200000000000001,3,40246,2,22047.81
Gaming Console,Microsoft,2,4.6,Light,5.0,3,49133,12,500.0
Electric Scooter,Bajaj,3,6.1,Heavy,6.3999999999999995,2,157835,2,59681.36
Electric Scooter,Hero,3,5.1,Moderate,5.6,4,121295,10,500.0
TV,LG,3,9.1,Heavy,9.399999999999999,1,74751,1,26719.51
Refrigerator,Samsung,5,12.5,Heavy,13.2,2,40591,3,17251.18
DSLR Camera,Nikon,5,7.0,Moderate,7.9,4,94731,4,41154.02
Laptop,Lenovo,4,4.7,Moderate,5.4,5,43223,11,500.0
Laptop,Asus,2,6.5,Moderate,6.800000000000001,5,75291,12,500.0
Washing Machine,Samsung,1,14.5,Moderate,14.6,3,44242,7,16121.06
Electric Scooter,TVS,2,5.6,Light,6.0,4,147067,8,500.0
Washing Machine,Whirlpool,1,14.1,Light,14.299999999999999,5,20205,6,11727.38
Electric Scooter,Ola,5,5.5,Moderate,6.4,5,154341,6,9646.31
Gaming Console,Nintendo,5,3.8,Light,4.8,3,67420,3,19214.7
Washing Machine,Whirlpool,4,9.7,Moderate,10.4,2,51051,12,500.0
Electric Scooter,TVS,2,5.0,Light,5.4,3,124765,7,500.0
Microwave,LG,5,8.7,Light,9.7,1,21452,4,5042.33
Smartphone,Samsung,4,3.8,Moderate,4.5,5,15248,9,500.0
TV,Sony,1,13.3,Light,13.5,5,103827,8,42299.89
Tablet,Lenovo,2,6.6,Light,7.0,2,36000,10,500.0
Smartwatch,Boat,4,4.4,Light,5.2,2,34855,10,500.0
Laptop,Asus,5,5.8,Moderate,6.7,3,105441,6,7711.36
Tablet,Samsung,5,4.4,Heavy,5.1000000000000005,5,12949,4,2792.92
DSLR Camera,Fujifilm,2,6.3,Moderate,6.6000000000000005,1,47014,11,500.0
Air Conditioner,Carrier,1,11.4,Light,11.6,5,32646,3,24203.07
DSLR Camera,Canon,5,8.8,Light,9.8,2,107336,5,33646.55
DSLR Camera,Fujifilm,4,9.7,Heavy,10.2,1,146445,12,500.0
Tablet,Lenovo,5,4.7,Moderate,5.6000000000000005,3,46218,5,3169.23
Tablet,Huawei,5,4.4,Light,5.4,5,59496,2,37460.44
DSLR Camera,Fujifilm,4,6.0,Moderate,6.7,1,192428,12,500.0
Laptop,Dell,1,6.8,Heavy,6.7,5,62714,9,500.0
Air Conditioner,Blue Star,1,13.2,Heavy,13.099999999999998,4,30840,4,18209.73
DSLR Camera,Nikon,1,6.4,Heavy,6.300000000000001,1,100302,1,43878.14
Air Conditioner,Carrier,5,10.9,Moderate,11.8,3,57740,6,19866.47
TV,LG,4,10.5,Heavy,11.0,5,54846,6,24930.0
Air Conditioner,Blue Star,2,12.4,Light,12.8,5,34215,3,26195.86
Laptop,Asus,3,5.6,Heavy,5.8999999999999995,2,117557,11,500.0
Gaming Console,Microsoft,3,6.0,Light,6.6,5,35537,1,30152.61
Smartphone,Apple,3,2.7,Heavy,3.0000000000000004,5,100594,1,67062.67
Air Conditioner,Blue Star,2,9.1,Light,9.5,5,56738,2,44793.16
Laptop,Lenovo,2,4.4,Heavy,4.500000000000001,2,44288,10,500.0
Tablet,Huawei,4,4.9,Heavy,5.4,3,40785,5,1933.51
Microwave,IFB,4,9.6,Moderate,10.3,4,6123,9,656.88
Electric Scooter,Hero,1,4.3,Heavy,4.2,4,66617,6,500.0
Smartphone,Samsung,3,4.9,Moderate,5.4,4,32740,4,6960.28
TV,TCL,3,13.4,Heavy,13.7,2,62482,8,14297.89
Refrigerator,Bosch,2,10.4,Heavy,10.5,3,62265,2,35283.5
Gaming Console,Sony,1,4.0,Light,4.2,5,60553,3,17300.86
Laptop,Apple,3,6.4,Light,7.0,2,92421,8,500.0
Smartwatch,Boat,2,3.7,Moderate,4.000000000000001,3,40534,6,500.0
Electric Scooter,Hero,5,4.5,Heavy,5.2,3,93421,8,500.0
Refrigerator,Bosch,4,9.8,Heavy,10.3,4,65177,7,17749.66
Refrigerator,Whirlpool,1,10.6,Moderate,10.7,1,35553,4,8904.86
Washing Machine,Whirlpool,4,13.5,Light,14.3,1,53285,5,13861.55
Electric Scooter,Ola,4,5.1,Heavy,5.6,5,108201,7,500.0
Gaming Console,Nintendo,4,6.0,Heavy,6.5,2,30633,7,500.0
Washing Machine,Samsung,2,11.0,Heavy,11.1,4,39504,11,500.0
Electric Scooter,TVS,2,5.5,Light,5.9,1,137414,4,17700.79
Microwave,LG,2,8.8,Moderate,9.100000000000001,1,21377,8,1033.61
Smartphone,Samsung,5,3.0,Heavy,3.7,2,80565,11,500.0
Refrigerator,Bosch,4,11.6,Heavy,12.1,2,30363,3,12559.24
Tablet,Samsung,4,6.3,Heavy,6.8,4,56261,8,500.0
Washing Machine,IFB,5,10.4,Heavy,11.1,5,26480,4,16937.66
Microwave,LG,2,7.5,Moderate,7.800000000000001,3,16746,1,10219.35
Smartphone,Xiaomi,3,3.0,Moderate,3.5,3,96304,12,500.0
Gaming Console,Sony,5,5.3,Moderate,6.2,1,45499,12,500.0
Refrigerator,Godrej,3,9.2,Moderate,9.7,3,27202,3,13152.31
Washing Machine,LG,5,8.8,Heavy,9.5,5,37158,12,500.0
Tablet,Huawei,2,6.7,Heavy,6.800000000000001,4,41250,6,3979.41
Microwave,IFB,3,8.2,Moderate,8.7,3,27232,8,1533.76
Washing Machine,Samsung,3,12.0,Light,12.6,2,32983,9,5183.04
Smartwatch,Amazfit,2,3.9,Light,4.3,2,18048,12,500.0
Laptop,Acer,1,4.5,Light,4.7,1,69410,3,10042.3
Washing Machine,Bosch,5,8.8,Moderate,9.700000000000001,2,17748,7,2717.09
Laptop,Acer,4,5.2,Light,6.0,5,66810,11,500.0
TV,LG,2,12.7,Light,13.1,2,90434,11,7973.38
Smartwatch,Samsung,3,2.5,Light,3.1,4,3466,2,1008.49
DSLR Camera,Nikon,4,6.9,Heavy,7.4,3,174733,1,114851.53
Gaming Console,Sony,2,5.9,Moderate,6.200000000000001,1,78825,6,1322.23
Laptop,HP,3,6.8,Light,7.4,4,39005,7,1792.12
Smartwatch,Amazfit,3,4.4,Light,5.0,2,48824,7,500.0
Gaming Console,Nintendo,2,5.6,Light,6.0,3,55332,9,500.0
Gaming Console,Nintendo,3,5.6,Heavy,5.8999999999999995,5,54610,7,500.0
Refrigerator,LG,2,11.3,Light,11.700000000000001,3,41298,10,4200.39
Gaming Console,Microsoft,4,6.2,Light,7.0,5,71484,5,20424.0
DSLR Camera,Nikon,1,5.1,Light,5.3,1,81529,9,500.0
Gaming Console,Microsoft,5,3.8,Heavy,4.5,5,48218,12,500.0
Tablet,Apple,5,4.5,Moderate,5.4,4,57628,12,500.0
Laptop,Dell,2,4.8,Heavy,4.9,3,47609,12,500.0
TV,TCL,3,10.6,Moderate,11.1,2,186742,5,56443.19
TV,LG,4,12.7,Heavy,13.2,1,105746,4,29480.7
Washing Machine,Samsung,4,8.4,Heavy,8.9,1,57262,4,12610.51
TV,OnePlus,1,14.7,Light,14.899999999999999,5,102936,5,68393.72
Tablet,Apple,2,6.7,Moderate,7.000000000000001,3,59667,1,32731.61
Smartphone,Realme,1,3.2,Heavy,3.1000000000000005,3,103952,9,500.0
Tablet,Apple,2,4.6,Moderate,4.9,5,24333,2,14401.16
Refrigerator,Bosch,4,13.1,Light,13.9,5,60196,11,12558.88
DSLR Camera,Canon,2,8.3,Heavy,8.4,3,87824,2,50854.28
Smartwatch,Samsung,4,4.7,Light,5.5,4,5215,4,1166.26
Air Conditioner,Blue Star,2,10.6,Heavy,10.7,4,40450,9,5462.64
TV,Samsung,4,8.3,Light,9.100000000000001,3,198487,10,500.0
Washing Machine,IFB,4,9.8,Moderate,10.500000000000002,5,30410,10,1448.1
Smartphone,Samsung,5,4.3,Heavy,5.0,2,16882,9,500.0
Electric Scooter,TVS,2,7.2,Moderate,7.500000000000001,3,127575,9,500.0
Microwave,Samsung,3,6.6,Light,7.199999999999999,1,15178,4,2698.31
Washing Machine,IFB,3,14.2,Moderate,14.7,2,20916,12,2112.94
Smartwatch,Noise,4,4.0,Moderate,4.7,2,37741,1,13667.06
Smartwatch,Samsung,2,3.2,Moderate,3.5,1,20506,4,500.0
Electric Scooter,Hero,3,7.2,Moderate,7.700000000000001,4,88289,7,6822.33
DSLR Camera,Fujifilm,4,6.4,Heavy,6.9,2,193325,1,105796.41
Smartphone,Realme,5,4.2,Light,5.2,5,33449,12,500.0
DSLR Camera,Canon,4,9.0,Heavy,9.5,3,154227,7,30845.4
Smartwatch,Boat,3,3.5,Light,4.1,2,49946,10,500.0
Laptop,Dell,3,3.6,Heavy,3.9000000000000004,1,147315,2,28707.54
Refrigerator,Bosch,3,14.8,Heavy,15.1,5,38626,2,33509.97
Air Conditioner,Voltas,1,8.7,Light,8.899999999999999,1,33631,8,1360.36
Tablet,Lenovo,2,5.8,Light,6.2,2,57109,7,500.0
DSLR Camera,Sony,1,8.8,Moderate,8.9,5,162308,10,500.0
Refrigerator,LG,2,12.1,Heavy,12.2,3,50520,6,17971.87
Microwave,IFB,2,5.4,Heavy,5.500000000000001,1,13416,9,500.0
DSLR Camera,Canon,4,7.9,Moderate,8.600000000000001,3,77089,10,500.0
Air Conditioner,LG,2,11.7,Heavy,11.799999999999999,4,58207,7,20125.81
Air Conditioner,LG,4,12.2,Light,13.0,1,44723,6,9632.65
Smartphone,OnePlus,4,2.8,Light,3.5999999999999996,1,65007,8,500.0
TV,LG,5,9.3,Moderate,10.200000000000001,3,30494,5,10882.17
Gaming Console,Microsoft,1,3.6,Heavy,3.5000000000000004,5,43587,4,500.0
TV,LG,1,11.1,Heavy,10.999999999999998,5,27508,5,15004.36
TV,LG,2,12.0,Light,12.4,3,91530,6,33068.9
Smartphone,Apple,2,2.6,Moderate,2.9,2,27210,11,500.0
Electric Scooter,Ola,2,6.3,Moderate,6.6000000000000005,4,138742,9,500.0
Electric Scooter,TVS,2,8.0,Moderate,8.3,2,149080,2,62236.41
Refrigerator,Bosch,3,9.5,Heavy,9.799999999999999,3,71022,5,24350.4
TV,TCL,1,13.8,Heavy,13.7,4,141816,4,85348.39
Electric Scooter,Ola,3,5.4,Moderate,5.9,3,115824,11,500.0
Washing Machine,Samsung,4,12.4,Light,13.200000000000001,4,50621,5,26729.42
Smartwatch,Noise,1,2.4,Heavy,2.3000000000000003,5,16311,5,500.0
Microwave,Samsung,4,6.1,Heavy,6.6,4,10175,9,500.0
TV,OnePlus,2,9.0,Heavy,9.1,3,73063,7,11802.48
Laptop,Lenovo,3,3.6,Light,4.2,5,135547,6,500.0
TV,Samsung,5,9.7,Moderate,10.6,3,32969,9,3483.52
TV,Sony,5,13.7,Moderate,14.6,1,185203,1,69007.15
Electric Scooter,Ola,1,7.2,Light,7.4,5,99727,7,5390.65
Electric Scooter,TVS,1,6.6,Heavy,6.5,4,126823,11,500.0
Air Conditioner,LG,4,14.9,Light,15.700000000000001,2,25094,7,7648.08
DSLR Camera,Sony,1,5.2,Heavy,5.1000000000000005,1,178431,4,20012.26
DSLR Camera,Canon,5,9.7,Moderate,10.6,5,101371,6,43991.19
Smartphone,OnePlus,1,3.5,Light,3.7,1,73592,5,500.0
Tablet,Huawei,4,3.8,Moderate,4.5,3,65766,6,500.0
Tablet,Lenovo,2,6.1,Heavy,6.2,4,33509,8,500.0
Tablet,Apple,1,4.2,Light,4.4,4,53019,7,500.0
Microwave,IFB,3,6.1,Heavy,6.3999999999999995,2,23104,4,4765.2
Refrigerator,Whirlpool,2,11.2,Light,11.6,2,57497,5,17992.6
Refrigerator,Godrej,4,11.5,Light,12.3,2,65214,11,3790.9
Air Conditioner,LG,4,10.6,Heavy,11.1,5,46025,9,8707.43
Laptop,Acer,2,4.0,Moderate,4.300000000000001,1,81750,2,17490.7
TV,TCL,3,12.7,Moderate,13.2,4,192674,1,151365.86
Electric Scooter,Ather,5,7.8,Heavy,8.5,3,150861,12,500.0
Refrigerator,Bosch,4,9.6,Moderate,10.3,4,51448,9,5519.42
DSLR Camera,Nikon,4,6.0,Moderate,6.7,2,176751,12,500.0
Washing Machine,Whirlpool,2,12.7,Light,13.1,1,21488,8,3346.22
Washing Machine,Samsung,1,12.2,Heavy,12.099999999999998,4,32691,12,500.0
Gaming Console,Sony,4,5.1,Moderate,5.8,2,55774,4,11077.87
TV,TCL,3,10.3,Light,10.9,3,167171,4,74076.69
Gaming Console,Microsoft,1,5.4,Heavy,5.300000000000001,3,78302,3,25824.89
Electric Scooter,TVS,1,6.1,Moderate,6.2,1,111968,11,500.0
Smartphone,Realme,4,4.9,Light,5.7,3,39130,11,500.0
Tablet,Huawei,3,5.3,Moderate,5.800000000000001,5,46792,3,22589.24
Electric Scooter,Hero,3,6.6,Light,7.199999999999999,1,155230,7,1724.78
Smartphone,Realme,4,2.5,Moderate,3.1999999999999997,3,25944,4,500.0
Refrigerator,Whirlpool,4,13.5,Heavy,14.0,2,54932,9,10790.21
